act,key,cid,cells,km2,meanF,minF,row,col,kept,lat,lon,name,complex,core_overlap_pct,residual_km2
Act 1 (585),ensemble_585,3,1,1.0,0.7352941036224365,0.7352941,142.0,443.0,False,67.06692144873368,-133.84894370271164,,-1,,
Act 1 (585),ensemble_585,456,1,1.0,0.7352941036224365,0.7352941,2814.0,897.0,False,45.4733607059446,-113.89468507371005,,-1,,
Act 1 (585),ensemble_585,160,1,1.0,0.7320261597633362,0.73202616,1841.0,728.0,False,53.256443026969976,-119.35127967990323,,-1,,
Act 1 (585),ensemble_585,266,1,1.0,0.7320261597633362,0.73202616,2173.0,667.0,False,50.37176520494253,-119.02822710443543,,-1,,
Act 1 (585),ensemble_585,438,1,1.0,0.7320261597633362,0.73202616,2788.0,893.0,False,45.683130059257024,-114.01485036593165,,-1,,
Act 1 (585),ensemble_585,263,1,1.0,0.7320261001586914,0.7320261,2170.0,956.0,False,50.93694423826025,-114.83659084117306,,-1,,
Act 1 (585),ensemble_585,289,1,1.0,0.7320261001586914,0.7320261,2225.0,902.0,False,50.38476076823841,-115.46043065100302,,-1,,
Act 1 (585),ensemble_585,372,1,1.0,0.7320261001586914,0.7320261,2598.0,890.0,False,47.25783304044363,-114.55925340298187,,-1,,
Act 1 (585),ensemble_585,239,1,1.0,0.7287581562995911,0.72875816,2124.0,796.0,False,51.033722294071026,-117.32638149270598,,-1,,
Act 1 (585),ensemble_585,347,1,1.0,0.7287581562995911,0.72875816,2332.0,801.0,False,49.31352486985482,-116.58092976492875,,-1,,
Act 1 (585),ensemble_585,55,1,1.0,0.7254902720451355,0.7254903,1194.0,278.0,False,57.48138329759564,-129.477250939487,,-1,,
Act 1 (585),ensemble_585,105,1,1.0,0.7254902720451355,0.7254903,1344.0,386.0,False,56.55610367258153,-126.91927565973269,,-1,,
Act 1 (585),ensemble_585,177,1,1.0,0.7254902720451355,0.7254903,1954.0,871.0,False,52.59489983147814,-116.78276097891396,,-1,,
Act 1 (585),ensemble_585,251,1,1.0,0.7254902720451355,0.7254903,2156.0,813.0,False,50.799382016196816,-116.97219515087855,,-1,,
Act 1 (585),ensemble_585,282,1,1.0,0.7254902720451355,0.7254903,2209.0,905.0,False,50.523556207880176,-115.46525316791583,,-1,,
